Korean,English,score
지금은 이제 바꿔드려 ㅠㅠ 아빠 돈 많이 나가 ㅠㅠ,"I'll change it now ㅠㅠ Dad, you're spending a lot of money ㅠㅠ",1
언니는 알바 언제부터 했었어?,"Since when have you been working part-time, sister?",1
나는 알바 고등학교때부터 했던거 같아 키키,I think I've been doing it since I was in high school Kiki,1
와오 키키 학교 끝나고 알바했던 거야?,"Wow Kiki, you worked part-time after school?",1
웅 학교 끝나고!,"Yeah, school's over!",1
중학생은 어려서 가게에서 안 쓰지 않아?,Don't middle school students not wear them in stores because they are too young?,1
키키 근데 대전 지하상가에 있는 애들 다 중딩이래!,"Kiki, but all the kids in the Daejeon underground shopping mall are middle school students!",1
헐 진짜?,Oh really?,1
다들 나이 있어 보이던데?...,They all look old?...,1
아니야 그거 때문에 한참 뉴스에 나왔었어!,"No, that's why it was on the news a lot!",1
와... 너무 어린애들은 쓰면 안되는데 ㅠㅠ,Wow... Children that young shouldn't use this ㅠㅠ,1
그 당시에 애들 시급 얼마였는 줄 알아?,Do you know how much kids were paid per hour back then?,1
최저는 줬어야 되는 거 아니야?,Shouldn't you have given the minimum?,1
"그때 최저가 5천원이었나 그랬는데 3~4천원,","At that time, the lowest price was 5,000 won, but it was 3-4,000 won.",1
엥 돈도 때 먹어?,"Hey, you eat money too?",1
진짜 너무하네ㅡㅡ,This is really too muchㅡㅡ,1
"그러니까, 그거 때문에 뉴스에 한참 나왔었음!",That's why it was in the news a lot!,1
근데 진짜 너무 양심없다ㅡㅡ,But you really have no conscienceㅡㅡ,1
그치?,right?,1
근데 대전 지하상가에 있는 카페랑 피자는 맛있었음 키키,But the cafe and pizza in the Daejeon underground shopping mall were delicious.,1
아 맞아 키키 나 거기 피자 진짜 좋아하는데 키키,Oh right Kiki I really like the pizza there Kiki,1
언니는 면회 갔다고 했잖아 뭐 싸들고 갔어?,"Sister, you said you went to see a friend. What did you bring with you?",1
아닝 맨몸으로 내 얼굴만 들고 갔는뎅?,"Ah, you went there with only my face on?",1
시롸야?,Sirya?,1
보통 가면 피자나 치킨 들고가지 않음? 키키,Don't you usually take pizza or chicken with you when you go? Kiki,1
아아 우리는 데리고 나왔어 키키,Ahh we brought Kiki out,1
키키 아 진짜?,"Kiki, really?",1
데리고 나와도 돼?,Can I take you out?,1
웅 그때 간다고 하면 맞춰서 나오더라구 하하,"Yeah, if you say you're going then they'll come out right away haha",1
키키 오 나는 아는 동생 면회 갈 치킨 들고 감,Kiki Oh I know my younger brother and I are going to visit him with chicken,1
키키 알고보니 나가서 고기를 먹고 싶었다고 한다...!,"Kiki, it turns out, wanted to go out and eat meat...!",1
키키 할 키키 그래서 고기 사 먹였어?,"Kiki, hal kiki, so you bought meat to feed them?",1
웅 고기 먹고 피시방 가고 그랬어 키키,"Yeah, I ate meat and went to the PC room Kiki",1
헐 키키 면회가 아니라 그거는 외출 아니야?,"Oh my, isn't that an outing instead of an interview?",1
맞아 외출 키키 근데 가는 날 말하면 그렇게 대부분 하더라고 키키,"Yes, Kiki, I'm going out, but when I tell you the day I go, most of the time I do that Kiki",1
오 대박 키키 그러고 다시 복귀하고?,"Oh my gosh Kiki, and then you come back?",1
웅 그러고 들어가더라고 키키 불쌍해 뒷모습.../,"Yeah, and then he went in. Kiki, you look so pitiful.../",1
키키 할ㅜㅜ 맴찢이여 그래도 지금은 자유의 몸이자녀~,"Kiki, I'm going to dieㅜㅜ But for now, I'm free~",1
맞아 그땐 그랬지... 다시 가버렸음 좋겠네 하하,"Yeah, that was the case back then... I wish I could go back again haha",1
언니는 학원 다녀본 적 있어?,"Sister, have you ever been to an academy?",1
학원 나 어릴땐 좀 다녔지 키키,I went to academy a bit when I was young Kiki,1
홀 어디어디 다녔어?,Where did you go in the hall?,1
태권도 말고!,Not Taekwondo!,1
나 피아노 했었어 키키 너무 극과 극인가?,I used to play piano Kiki. Are they polar opposites?,1
오 대박 언니 피아노 잘 쳐?,"Oh my, you play the piano well, sis?",1
반전인건 아직도 피아노를 못쳐 키키,The twist is that Kiki still can't play the piano,1
키키 나도 피아노 쳤었는데 지금은 기억도 안 남,"Kiki I used to play the piano too, but I don't even remember now",1
키키 맞아 어릴 땐 했던 거 같은데 지금은 이게 뭐여? 이런다고 키키,"Kiki, that's right, I think I did that when I was young, but what is this now? Kiki, you say that",1
키키  맞아 키키 그러면 피아노 말고 학습지는?,"Kiki, that's right Kiki. Then what about a study material other than piano?",1
헐 학습지 키키 소름 돋아 나 눈높이 했었지 키키,"Wow, the study guide Kiki gave me goosebumps. I was at eye level with Kiki.",1
키키 와오 그때는 눈높이가 짱이었지!,"Kiki Wow, back then, eye level was the best!",1
그거랑 구몬 키키  그래도 여긴 구몬이 더  인기 많았던 거 같아!,"That and Kumon Kiki, but I think Kumon was more popular here!",1
키키 아 맞다 구몬!,"Kiki, that's right, Kumon!",1
요즘에 애들 신기하게 가르치더라!,Kids these days teach in amazing ways!,1
아 맞아 우리때랑 다르게 가르친다고 하더라 ㅠㅠ,"Oh right, they said they teach differently than when we were young ㅠㅠ",1
맞아 내 동생 지금 하고 있는데 테블릿 피씨로 혀~,Yeah my brother is doing it right now with his tablet PC~,1
아 맞아 스마트한 세상이 왔더라고... ㅠ,"Oh right, the smart world has arrived... ㅠ",1
아부지는 장사하신다고 하셨는데 어떤 장사하셔?,Your father said he was in business. What kind of business did he do?,1
우리 아빠 홍삼 그 가게 하고 있어 키키,My dad runs that red ginseng store Kiki,1
억 혹시 논산에서 제일 유명한 그 곳?,"Oh, is that the most famous place in Nonsan?",1
키키 맞아 우리집 오거리게 내동이게?~,"Kiki, are you sure you want to come to my house?~",1
"키키 어었 어디더라 허허허 혹시 옆에 마트 있는 곳,?","Kiki, where was it? Hehe, is there a mart nearby?",1
글쎄~ 어딜까~ 맞춰보게나 키키 모르면 실망이야 하하,"Well~ Where is it~ Guess it, if you don't know Kiki you'll be disappointed haha",1
키키 아니 그 있잖아~ 장군이네~ 근데 오거리에도 홍삼 집이 있어?,"Kiki, you know, that guy~ He's the general~ But is there a red ginseng shop in Ogeori too?",1
키키 맞아 장군마트 옆,Kiki right next to Jang Gun Mart,1
웅 오거리 버스정류장 앞에 크게 있어!,"Yeah, there's a big sign in front of the Ogeori bus stop!",1
키키 휴우 다행이다~ 거기 명절 때 장난 아니지?,"Kiki Phew, thank goodness~ It's no joke during the holidays there, right?",1
그때가 피크지 뭐 ㅠㅠ 그땐 나도 가서 도와드려 키키,That's the peak time ㅠㅠ Then I'll go and help Kiki,1
키키 오우 진짜 그때가 대목이겠어~,"Kiki Oh wow, that's really the moment~",1
나도 선물로 홍삼 많이 사는데!,I also buy a lot of red ginseng as gifts!,1
그럼 우리집 와서 하나 장만 해야겠네~,Then I guess I'll have to come to your house and buy one~,1
맞아 키키 이제 3개월 뒤에 가야겠구먼!,"Right Kiki, I guess I'll have to go in 3 months!",1
키키 아 시간 빠르다 설날이 돌아오네 ㅠㅠ,"Kiki, time flies! Lunar New Year is coming soon ㅠㅠ",1
맞아 ㅜㅝ 추석 지난지 얼마나 됐다고!,That's right ㅜㅝ It hasn't been that long since Chuseok!,1
근데 또 설 지나면 추석은 멀게 느껴져 키키,"But after the Lunar New Year, Chuseok feels far away Kiki",1
언니는 지금 연애하고 싶은 맘 없어?,"Sister, don't you want to date right now?",1
웅 아직은 혼자가 더 편한 거 같아!,"Yeah, I think I'm still more comfortable alone!",1
언니 마지막 연애가 언제라고 했쥐? ㅜㅜ,When did you say your last relationship was? ㅜㅜ,1
나 오래되서 기억도 안나... (주륵...),It's been so long I don't even remember... (gulp...),1
안돼 ㅜㅜ 언니 혹시 장거리 연애 어떻게 생각해?,"No ㅜㅜ Sister, what do you think about long distance relationships?",1
아 장거리는 좀 힘들 거 같아 ㅠㅠ 내 친구 고생하던데 키키,"Ah, I think long distances will be a bit difficult ㅠㅠ My friend is having a hard time, Kiki",1
"맞아, 나도 장거리잖아, 힘들었쥐","Yeah, I've been on long distances too, it's been tough.",1
웅... 장거리는 진짜 아무나 하는 거 아니야 ㅠㅠ,Yeah... Long distance isn't something that just anyone can do ㅠㅠ,1
맞아 나도 초반에는 헤어졌었잖아 자주 못 만나서 허허,"Yeah, we broke up in the beginning too, we didn't see each other often haha",1
그래도 지금은 익숙하고 그 오빠가 최고지?,"But now I'm used to it and he's the best, right?",1
응 맞아 키키 지금은 완전 의리로 똘똘 뭉쳤지!,"Yeah, that's right, Kiki, we're totally united in loyalty now!",1
키키 그렇게 되면 거즘 가족이야 가족,"Kiki If that's the case, then we're a family now. Family",1
키키 맞아 키키 명절 선물도 꼭 서로 보내준다규~,"Kiki, that's right, Kiki, we definitely send each other holiday gifts~",1
웅웅 너나 빨리 결혼 해라!,"Yeah, you should get married quickly!",1
으음으음~ 나는 20대를 충분히 즐기다가 갈 거야~,Hmmmm~ I'm going to enjoy my 20s to the fullest~,1
오뻐가 너 30대 기다리고 있겠네 키키,"Oh my gosh, I'll be waiting for you in your 30s Kiki",1
언니네 애기들은 지금 몇 살인지 알아?,Do you know how old your children are now?,1
음 그냥 예상만 하고 정확하게는 모르겠어 ㅠㅠ,"Well, I just guessed, I don't know for sure ㅠㅠ",1
아 진짜?,Oh really?,1
성묘일 때 데리고 온 거야?,Did you bring it when you visited the grave?,1
웅 애기들 컸을 때 데리고 온거야 ㅠㅠ,"Yeah, I brought them here when the kids were older ㅠㅠ",1
그렇구나 어떻게 하다가 데리고 왔다고 했지?,I see. How did you come to bring him here?,1
길에서 밥 좀 챙겨주다가 내가 납치했어 키키,I kidnapped Kiki while she was giving me some food on the road.,1
오옥 키키  병원은 데리고 가 봤어?,"Oh, have you taken Kiki to the hospital?",1
웅 병원은 당연히 다녀야지 ㅠㅠ 이제 내 새낀데 ㅠㅠ,"Yeah, of course I have to go to the hospital ㅠㅠ He's my baby now ㅠㅠ",1
키키 오오 처음에 병원 데리고 갔을 때 뭐라고 해?,"Kiki Oho, what did you say when you first took her to the hospital?",1
상태는 나쁘지 않다고 키키 사람들 음식 많이 먹은 거 같다고 살 빼래 하하,The condition is not bad. Kiki said she ate a lot of food and lost weight. Haha,1
다행이다 우리집 밥 주는 길냥이는 구내염 걸렸어 ㅜ,Thank goodness the stray cat that I feed has stomatitis.,1
헐 ㅠㅠ 그럼 병원 엄청 다녀야겠네 ㅠㅠ,Oh my gosh ㅠㅠ Then I guess I'll have to go to the hospital a lot ㅠㅠ,1
근데 얘는 이를 다 뽑아야 하는 거라ㅜ,But this kid has to have all his teeth pulled outㅜ,1
헐 이를 다 뽑으면 밥 어떻게 먹어 ㅠㅠ,"Wow, how am I supposed to eat if all my teeth are pulled out?",1
고양이과는 씹는 게 아니고 삼키는 거라 괜찮대!,"It's okay because felines swallow them, not chew them!",1
앗 그래도 보기에 조콤... ㅠㅠ 불쌍행...,"Ah, but it still looks a bit weird...ㅠㅠ Poor thing...",1
언니는 요즘 즐겨보는 스포츠 경기 있어?,"Sister, are there any sports games you enjoy watching these days?",1
아니 요즘은 경기 보는 건 없어 키키,"No, I don't watch games these days Kiki",1
진짜?,really?,1
여자들도 요즘에는 축구 자주 보던데?,I guess women watch soccer a lot these days too?,1
아 맞아 예능으로도 뭐 하는거 같더라!,"Oh right, it seems like you're doing some variety shows too!",1
키키 아 진짜?,"Kiki, really?",1
그거는 모르겠는데 뭐야?,"I don't know about that, but what is it?",1
골때리는그녀들 < 이거였나? 키키,The girls who hit the ball &lt; Was this it? Kiki,1
여자들이 축구 하는거!,Girls playing soccer!,1
아 설마 개그우먼 *** 나오는 거 맞나,"Oh, by any chance is it true that the comedian *** is appearing?",1
***랑 *** 얘네들 나오던데 키키,*** and *** these guys are coming out Kiki,1
아아 키키 헐 ***이면 꼭 봐야겠는데?,"Ahh Kiki, if it's ***, I definitely have to see it?",1
언니 운동뚱 봤어?,"Sister, have you seen the exercise fat?",1
그럼 그분 진짜 장난 아니더라 키키,Then he really wasn't a joke Kiki,1
맞아 키키 대박이지 않아?,"Yeah, Kiki, isn't this a hit?",1
데드리프트 몇키로였지,How many kilos did you deadlift?,1
아 그건 못보고 그 뭐 총 쏘는거? 그건 봤어 키키,"Oh, I didn't see that, but what about the gun shooting? I saw that, Kiki.",1
키키 어 사격도 했었어? 그건 못 봤음!,"Kiki, did you shoot too? I didn't see that!",1
그거 진짜 쩔어 키키 그거 빨리 한번 봐바!,"That's really dope Kiki, check it out quickly!",1
키키 헐 나 복싱까지만 봤는데 봐야지!,"Kiki Wow I only watched boxing, I have to watch it!",1
웅 그걸로 아마 뜬걸거야 꼭 찾아봐 키키,"Yeah, that's probably why it came up. Be sure to look it up, Kiki.",1
언니 뜨뜨뜨뜨랑 우주하마 알아?,"Sister, do you know the hot and cold space hippopotamus?",1
뜨뜨뜨뜨 게임 유튜버 아니야? 갠 들어본거 같아 키키,Hot hot hot isn't that a gaming YouTuber? I think I've heard of him Kiki,1
맞아 베그로 유명한 비제이잖아!,"That's right, he's the famous Beggar!",1
웅 나 개 이름은 들어본거 같은데 개 왜?,"Yeah, I think I've heard the name Dog before, but why Dog?",1
"나 이번에 유튜브로 보는데 대박이더라,",I watched it on YouTube this time and it was amazing.,1
그냥 막 게임하는데 날라다녀? 키키,Are you just flying around playing games? Kiki,1
아니 애들이 미션 같은 거 주는 거 알아?,Did you know that the kids give you missions and stuff?,1
아니 그건 몰라 ㅠㅠ 게임하면서 미션을 줬다고?,"No, I don't know about that ㅠㅠ Did they give you a mission while playing the game?",1
엉엉 막 예를 들면 양궁으로 헤드샷 한 번에 별풍 100개 이런 식으로!,"For example, with archery, you can get 100 star winds with one headshot!",1
오오 근데 그거 다 성공한거야? 키키,"Oh, but did all of that work? Kiki",1
아니 할 때마다 저 별풍을 받는데 진짜 돈 많이 가져가는 거 같아서  허허,"No, every time I do that, I get that star wind, and it seems like I really take a lot of money, haha",1
아아 근데 그런걸로 돈 버는 사람들이잖아 ㅠㅠ 우리랑은 달라...,"Ah, but those are the people who make money doing that... They're different from us...",1
맞아 진짜 그사세더라 아까 영상보니까 석궁으로 헤드샷 하면 100만 원 미션? 그거더라,"Yeah, that's really true. I saw the video earlier, and it was a 1 million won mission if you shot a head with a crossbow? That's it.",1
헐 대박 그래서 100만원 벌어갔어?,"Wow, awesome. So you earned 1 million won?",1
"엉엉, 그리고 그거 알아?","Boohoo, and you know what?",1
"한 번 할 때마다 100만 원이라 그 이상으로,","It's 1 million won every time you do it, so more than that,",1
대박이다... 그럼 얼마를 번 거야 ㅠㅠ 부럽다,Wow... Then how much did you earn? I'm jealous.,1
언니는 혹시 대구 여행 가본 적 있어?,"Sister, have you ever been to Daegu?",1
아니 부산은 갔는데 대구는 안 가봤어 ㅠㅠ 너는?,"No, I went to Busan but not Daegu ㅠㅠ What about you?",1
나는 부산도 초딩 때가 마지막이고 대구도 네버!,"The last time I went to Busan was when I was in elementary school, and never to Daegu!",1
키키 왜 대구 한번 가보고 싶어서?,"Kiki, why do you want to go to Daegu?",1
엉 대구는 근데 뭐가 유명한 가?,"Oh, but what is Daegu famous for?",1
대구는 바닥에서 계란이 익는 걸로 유명하지!,Daegu is famous for eggs that cook on the floor!,1
키키 맞아 대프리카 오우 지금도 따뜻하대,"Kiki right, Africa oh it's still warm",1
키키 웅 거긴 진짜 그렇다고 하더라 엄청 덥데 키키,"Kiki Woong, they say it's really hot there, Kiki",1
키키  맞아 내가 아는 오빠가 거기 있는데 아직도 에어컨 튼대,"Kiki, that's right, I know an older brother there and he's still turning on the air conditioner.",1
헐 지금 에어컨 틀기엔 춥지 않을까?ㅠㅠ,"Wow, isn't it too cold to turn on the air conditioner now?ㅠㅠ",1
근데 거기는 대프리카잖아~ 여기랑은 차원이 다르지~,But that's Africa~ It's on a different level from here~,1
맞아 그래도 한 번쯤은 가보고 싶네 키키,"Yeah, but I still want to go there at least once, Kiki",1
ㅋㅌ 키키  맞아 나랑 날짜 잡고 갈래?,"Haha, Kiki, that's right. Do you want to make a date with me?",1
오 좋아 좋아 국내라도 여행 뿌셔보자!,"Oh, good, good. Let's go on a trip, even if it's within the country!",1
오오 좋아 좋아 이번에는 언니차 끌고 고고씽~,"Oh, good, good. This time, let's go with my sister's car~",1
노우노우 기차타고 갈거에요! 기차~,No no no I'm going to take the train! Train~,1
이번 가을에 단풍놀이 갈 생각 있음?,Are you thinking of going to see the fall foliage this fall?,1
웅 단풍놀이 가면 좋지~ 바람 쐬고~,"Yeah, it would be nice to go see the fall foliage~ and get some fresh air~",1
키키 맞아 세종수목원 강추 강추!,"Kiki, that's right, I highly recommend Sejong Arboretum! I highly recommend it!",1
오 거기 지금 이쁘게 잘 되있데?,"Oh, it's looking nice there now?",1
옹옹 나 작년에 갔었는데 진짜 빨개!,Omg I went there last year and it was really red!,1
그럼 이번에 애인 생기면 가보도록 할게...,"Then, I'll try to go next time I get a girlfriend...",1
"아앗, 왜 친구들이랑 갈 수 있잖아","Oh, why can't I go with my friends?",1
애들 지네 애인 만나느냐고 바빠...,The kids are busy meeting their lovers...,1
키키 헐 언니도 거기 꼽사리 고고,"Kiki, oh my sister, you're also there, go go go",1
키키 싫어 어차피 말도 안 해줘 둘이 꽁냥거려 ㅠㅠ,I hate Kiki. I won't tell you anyway. The two of you are just being affectionate. ㅠㅠ,1
키키 하 눈물난다 거기 그리고 동물도 있음!,Kiki ha I'm crying there and there are animals too!,1
동물?,animal?,1
동물원처럼 되어 있는 거야?,Is it like a zoo?,1
음 토끼랑 사슴이랑 양이랑 이런 애들 있으,"Well, there are rabbits, deer, sheep, and things like that.",1
오 가서 그럼 양도 좀 보고 와야겠다 키키,"Oh, I should go and look at the sheep. Kiki",1
"키키 맞아 근데 원숭이? 도 있는데 애들은 좀 불쌍해,","Kiki is right, but there are monkeys too? The kids are a bit pitiful,",1
아 원숭이는 좀 불쌍하긴 할 거 같아 ㅠㅠ 자유 없어서 ㅠㅠ,"Ah, I think the monkey is a bit pitiful ㅠㅠ because he has no freedom ㅠㅠ",1
와 이번에 삼성전자 상속세 대박이더라,"Wow, this time Samsung Electronics' inheritance tax is a huge hit.",1
상속세?,inheritance tax?,1
거긴 항상 이슈더라 ㅠㅠ,It's always an issue there ㅠㅠ,1
"맞아 와, 상속세가 진짜 어마어마하더라","Yeah, wow, the inheritance tax is really huge.",1
상속세 얼마라고 기사 나와 있는데?,There's an article saying how much is the inheritance tax?,1
"조, 단위더라, 진짜 상상도 못한 정체","Joe, it's a unit, it's a really unimaginable identity",1
헐랭... 근데 그걸 낼 돈이 있다는 거잖아... 대박,Wow... but you have the money to pay for it... daebak,1
아니 그래서 이번에 삼성쪽 기업 한나 매각한대,"No, so this time, Samsung is selling off one of its companies.",1
어떤거 매각한다는데?,What are you selling?,1
중공업은 아니겠지 ㅠㅠ,"It's not heavy industry, right? ㅠㅠ",1
아니 그거 말고 에스디에스인가?,"No, isn't that SDS?",1
그건 무슨 회사지... 잘 안 알려진 거 없애려나 보네 ㅠㅠ,What company is that... I guess they're trying to get rid of something that's not well known ㅠㅠ,1
"아니야 삼성이면 다 유명한 곳인데 진짜 상속세가 무섭더라,","No, Samsung is a famous place, but the inheritance tax is really scary.",1
그래도 그만큼 있으니까 나오는 거겠지 ㅠㅠ 그저 부럽다..,But I guess it comes out because there's that much of it ㅠㅠ I'm just jealous..,1
"키키 흠,  여기서 웃는 건 정부밖에 없는 듯!","Kiki Hmm, it looks like the only one laughing here is the government!",1
훗 이렇게 세금이 나오는군 후훗,"Haha, so this is how taxes are paid haha",1
키키 맞아 키키 이걸로 우리 재난지원금 받고 있는 건가?,"Kiki, right Kiki, are we receiving disaster relief funds with this?",1
아앗... 그럼 또 할 말이 많이 없어지네 하하,Ahh... Then I don't have much to say haha,1
언니 세금 중에 디지털세라고 알아? 키키,"Sister, do you know about the digital tax among taxes? Kiki",1
디지털세?,Digital tax?,1
그런 말은 처음 듣는 거 같은데 키키 뭐 생겼어?,"I think it's the first time I've heard that, but what does Kiki look like?",1
전세계에서 디지털세라는 세금 명목을 내기로 한 법안이 생겼댘ㅋ,"Around the world, there are bills being passed to impose a tax called digital tax.",1
그럼 뭐야 기계에 다 붙인다는거임?ㅡㅡ,Then what do you mean by sticking it all on the machine?ㅡㅡ,1
아니 우리 보는 넷플같은 거 있잖아!,"No, we have something like Netflix!",1
"정액료에 디지털세가 붙는 거지,",Digital tax is added to the flat rate.,1
"아아... 난 가전제품 이런 거에 붙는다는 줄, 근데 거기에 세금 붙어 있지 않아?","Ah... I thought it was for things like home appliances, but isn't there a tax on those?",1
근데 이제 디지털세라는 명목이 하나 더 생기는 거지!,"But now, there is another thing called digital tax!",1
와 진짜 아주 미쳤구만 ㅠㅠ 싫어... 세금 늘리지마 ㅠㅠ,"Wow, this is really crazy ㅠㅠ I hate it... Don't raise taxes ㅠㅠ",1
"그러니까, 디지털세, 아주 그냥 다 갖다 붙이는 거 같음!","So, digital tax, it seems like they're just slapping everything together!",1
그냥 돈 주세요~ 이거지 뭐 ㅠㅠ 지금 세금 걷으려고 에구..,"Just give me money~ This is it ㅠㅠ They're trying to collect taxes now, ugh..",1
"키키 맞아, 결국에 우리가 다 내는 거잖아!","Kiki: That's right, in the end we end up paying for everything!",1
돈 받으면 뭐해 평생동안 더 내게 생겼는데 키키,What's the use of receiving money? I've got more for the rest of my life. Kiki,1
키키 세금 떼이다 죽겠으~ 눈물 난다,"Kiki, I'm dying from paying taxes~ I'm crying",1
내 말이 평생 이렇게 일 노예 되는 거지 ㅠㅠ 일개미 뚠뚠...!,"What I'm saying is that I'll be a workaholic my whole life ㅠㅠ Worker ant, chubby chubby...!",1
흙 ㅜㅜ 오늘도 열심히 일을 한다!,Dirt ㅜㅜ I'll work hard today too!,1
내일도 열심히 일을 한다!,I'll work hard tomorrow too!,1
언니는 기초 화장품 뭐 쓰고 다녀?,"Sister, what kind of basic cosmetics do you use?",1
나는 지금 아벤느꺼 쓰고 있어!,I'm using Avene right now!,1
오오 우리 언니도 아벤느 쓰는데 좋대!,"Oh, my sister also uses Avene and she said it's good!",1
웅 그거 순해서 좋은거 같더라고!,"Yeah, that sounds good because it's mild!",1
맞아 우리 언니도 피부 민감해서 그거 잘 써!,"That's right, my sister has sensitive skin too, so she uses that a lot!",1
웅 뭔가 화장품이 부드럽다고 해야되나?,"Um, should I say that cosmetics are soft?",1
맞아 진짜 딱 봐도 순해 보여~,"Yeah, it really looks innocent at first glance~",1
순하고 부드러워서 기초 바르는데 부들부들~ 키키,It's so gentle and soft that I feel trembling when applying foundation~ Kiki,1
키키 언니도 화장폼에 톡톡 묻혀서 써?,Does Kiki-sister also apply it by dabbing it on her makeup foam?,1
난 스킨은 솜에 떨궈서 바르지!,I put the skin on cotton and apply it!,1
그러니까 키키 우리 언니도 그렇게 써 그거 파란 공병 맞아?,"So Kiki, my older sister writes like that too. Is that the blue bottle?",1
아 그거 에센스랑 로션 있는 거?,"Oh, that one has essence and lotion?",1
어어 맞아! 언니는 파란 공병 아니야?,"Oh, that's right! Aren't you a blue soldier?",1
웅 그거 썼다가 투명한 거 스킨만 있는 걸로 바꿨어!,"Yeah, I used that and then changed it to something that only has transparent skin!",1
그렇구나 키키 그거 올영에서 샀음!?,"Oh, Kiki, did you buy that at Olyoung!?",1
웅 맞아 올영 ㅠㅠ 근데 갈 때마다 품절이라 잘 보고 사야 해 ㅠㅠ,"Yeah, that's right. It's sold out every time I go there, so I have to look carefully and buy it.",1
언니는 어렸을 때부터 홍삼 먹어서 잔병이 없나벼!,"Sister, you've been eating red ginseng since you were little, so you don't get sick!",1
음 그런가?,"Oh, really?",1
근데 홍삼 하기 전부터 건강했어 키키,But I was healthy before I started taking red ginseng Kiki,1
키키 부모님도 잔병 없으시지?,"Kiki, are your parents okay?",1
유전의 힘인가!?,Is it the power of genetics!?,1
맞아 우리집은 크게 아프거나 한 분은 없어 키키,"Yes, no one in my family is seriously ill or anything. Kiki",1
그렇구나 우리 집은 막내작은아빠가 산에서 약초 캐오셔서 그거 먹음 키키,"That's right. In our house, the youngest uncle picks herbs from the mountain and eats them.",1
와 대박 그게 바로 최고 아니야? 키키 나도 줘,"Wow, wow, isn't that the best? Kiki, give me some too",1
키키 우리는 산삼 그냥 씹어 먹쥐~,"Kiki, we just chew on the ginseng and eat it~",1
키키 대박 그냥 씹어 먹으면 안써?,"Kiki, can't you just chew on it and eat it?",1
괜찮아?,are you okay?,1
키키 응 써서 꿀 찍어 먹는데 그래도 씀 키키,"Kiki, yes, I use it and dip it in honey, but I still use it Kiki",1
가끔 횟집 가면 나오는 그런 거 느낌인가 키키,"Kiki, it feels like the kind of thing that comes out sometimes when you go to a sushi restaurant",1
키키 아니야 우리는 뿌리 굵기부터가 다르쥐~,"Kiki, no, our roots are different~",1
옴마?,Mom?,1
엄청 크고 튼튼한 거 먹는 건가 키키,"Kiki, are you eating something really big and strong?",1
키키 근데 나는 산삼이랑은 안 맞더라 몸에서 열이 너무 많이 남!,Kiki But I don't get along with ginseng. It makes my body heat up too much!,1
키키 그래서 너 더위 타나보다 너무 많아 먹어서,"Kiki, so you must be hot because you ate too much",1
키키 맞아 그래서 요즘에는 잘 안 먹어,"Kiki That's right, so I don't eat it much these days",1
키키 나중에 생기면 그거 나한테 넘겨라~,"Kiki, if you happen to come out later, give it to me~",1
언니는 옷같은 거 어디서 사?,"Where do you buy things like clothes, sister?",1
나는 그냥 지하상가 이런데 가면 막 사와 키키,I just go to places like underground shopping malls and buy Kiki,1
아 진짜?,Oh really?,1
언니 대전 지하상가 자주 다녀?,"Sister, do you often go to the Daejeon underground shopping mall?",1
웅 그냥 가면 사오고 그래 키키  옷에 욕심이 없어,"Yeah, I'll just go and buy it. I don't have any greed for Kiki's clothes.",1
키키 나도 키키 나는 유행타는 옷 사서 1년 입고 버려,Kiki Me too Kiki I buy trendy clothes and wear them for a year and throw them away,1
키키 난 그냥 기본 사서 낡아지면 그때 버려 키키,Kiki I just buy the basic ones and throw them away when they get old. Kiki,1
맞아 키키 나 이번에 바지 헐어서 지그재그에서 하나 삼,Yeah Kiki I'm going to wear loose pants this time so I'm going to buy one from ZigZag,1
키키 오 그 어플?,"Kiki Oh, that app?",1
예전엔 브랜디 쓰지 않았어?,Didn't you use brandy in the past?,1
그냥 둘 다 번갈아 가면서 쓰는 중!,I'm just using both alternately!,1
키키 거기 옷들이 좋게 잘 나와?,"Kiki, do the clothes there look nice?",1
음 그것도 케바케야 잘 보고 사야혀!,"Yeah, that's also Kebakaya, you have to look carefully before buying!",1
웅 진짜 재질도 중요해 이제 ㅠㅠ,"Yeah, the material is really important now ㅠㅠ",1
근데 나는 제일 중요하게 생각하는 건 쿠폰 허허,But what I think is most important is coupons haha,1
맞아 똑같은 거 쿠폰 있는데 가서 사잖아 키키,"Yeah, I have a coupon for the exact same thing, so I went and bought it. Kiki",1
키키 맞아 나 이번에 쿠폰으로 15% 할인 받아서 샀음!,"Kiki, that's right, I bought it this time with a 15% discount coupon!",1
오 알뜰살뜰하게 잘 샀구먼! 잘했어 키키,"Oh, you bought it frugally! Good job Kiki.",1
언니 혹시 **라고 가수 알아?,"Sister, do you happen to know the singer **?",1
웅 알지 트와이스 동생들~,"Yeah, I know, Twice sisters~",1
키키 맞아 이번에 신곡 들어봤어!,"Kiki, that's right, I listened to the new song this time!",1
아니 이번에 나온 건 못 들어봄 ㅠㅠ 노래 좋아?,"No, I haven't heard the one that came out this time ㅠㅠ Do you like the song?",1
그냥 딱 얘네 스타일 노래야!,This song is just their style!,1
그 달라달라 그런 느낌 노래야? 키키,Is that a song that feels like that? Kiki,1
음 아니 일단  제목이 마피아야!,"Um, first of all, the title is Mafia!",1
아 뭔가 느낌이 온다 와 키키,"Ah, I have a feeling, Kiki",1
