Korean,English,score
프레임은 어떤 게 있나요,What kind of frames are there?,
네 앤티크 심플 투명 목걸이와 마블 팔찌가 있습니다,"Yes, I have an antique simple clear necklace and a marble bracelet.",
네 알겠습니다 감사합니다,"Yes, I understand. Thank you.",
네 감사합니다 #@소속# 상담원 #@이름#이었습니다,"Yes, thank you #@Affiliation# Counselor #@Name#",
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,It's a sunny morning. This is #@Affiliation# Counselor #@Name#,
레진 아트에 대해서 궁금한 게 있어서요,I have a question about resin art,
네 궁금한거 말씀해 주세요,"Yes, please tell me what you are curious about.",
제가 공예는 처음인데 작품을 잘 완성할 수 있을까요,I'm new to crafts. Will I be able to complete the piece well?,
레진은 입문 난이도가 높지않고요,Resin is not difficult to get started with.,
원하는대로 그리고 싶은데로 소품을 만드실 수 있습니다,You can make props as you wish and as you want.,
기초부터 시작해 차근차근 소화할 수 있있도록요,Let's start from the basics so that you can digest it step by step.,
커리큘럼들로 구성되어 있어 수월하게 강의를 따라 해보실 수 있습니다,"It is composed of curricula, so you can easily follow the lectures.",
네 그렇군요 레진은 안전한 거 맞겠죠,"Yes, I see. Resin is safe, right?",
자가 검사 및 중금속 검출 관련 검사를 모두 합격한 레진으로 구성된 클래스만 하고 있습니다,We only have classes made up of resins that have passed both self-inspection and heavy metal detection tests.,
강의에서는 레진을 사용할때 주의사항도 꼼꼼히 알려드리고 있습니다,"In the lecture, we also provide detailed information on precautions when using resin.",
네 알겠습니다 감사합니다,"Yes, I understand. Thank you.",
행복한 하루 되세요 #@소속# 상담원 #@이름#이었습니다,Have a nice day #@Affiliation# Counselor #@Name#,
행복 가득한 #@소속# 상담원 #@이름#입니다,"I am #@Affiliation# counselor #@Name#, full of happiness.",
#@상품#를 수강 중인데요,I am currently taking #@Product#,
네 고객님 어떤 문의 이십니까,"Yes, sir, what is your inquiry?",
배색 뜨기를 처음해보는데 잘 떠지는건가요,I'm trying color matching for the first time. Is it going well?,
파우치로 먼저 연습해 보시기 때문에 뜨실수 있습니다,You can knit it because you practiced with a pouch first.,
처음해봐서 그런가 배색이 별로 안 예쁘네요,"Maybe it's because it's my first time doing it, but the color combination isn't that pretty.",
배색은 연습할수록 예쁘게 뜰 수 있습니다,"The more you practice color matching, the prettier it becomes.",
처음 작품이 조금 서툴게 떠진다 하더라도 계속 연습해보시길 권해드립니다,"Even if your first piece comes out a little awkward, I recommend that you keep practicing.",
배색을 강의와 다르게 배치해도 되나요,Can I arrange the colors differently from the lecture?,
네 물론입니다 가지고 있는 실 색상 안에서 색칠공부 하듯이 원하는 색으로 교차 배치해도 좋습니다,"Yes, of course. You can color it in the colors you have, and you can do it crosswise like coloring.",
네 알겠습니다 감사합니다,"Yes, I understand. Thank you.",
네 좋은하루 되세요 #@소속# 상담원 #@이름#이었습니다,"Yes, have a nice day #@Affiliation# This was counselor #@Name#",
화창한 아침입니다 #@소속# 상담원 #@이름#입니다,It's a sunny morning. This is #@Affiliation# Counselor #@Name#,
#@상품#에 대해서 궁금한 게 있어서요,I have a question about #@Product#,
네 어떤 게 궁금하신가요,"Yes, what are you curious about?",
에어 드라이 클레이로 만들던데 그건 뭔가요,"I heard it's made with air dry clay, what is that?",
불이나 오븐 전자렌지 등의 에너지를 사용하지 않고 공기중에서 건조시키는 클레이를 일컫는 총칭입니다,"A general term for clay that dries in the air without using energy such as fire, oven, or microwave.",
그럼 쉽게 깨지지 않을까요,Then wouldn't it break easily?,
공기를 통해 견고하고 단단하게 드라이되어 떨어져도 쉽게 깨지지 않는 내구성을 자랑합니다,"It is durable and does not break easily even when dropped, as it is dried firmly and solidly through the air.",
지점토와 비슷한 건가요,Is it similar to branch clay?,
자연 건조하는 클레이라는 점에서 비슷하나 다릅니다,Similar but different in that it is a clay that dries naturally,
네 그렇군요 알겠습니다,"Yes, I see. I understand.",
좋은 하루 되세요 #@소속# 상담원 #@이름#이었습니다,Have a nice day #@Affiliation# Counselor #@Name#,
반갑습니다 #@소속# 상담원 #@이름#입니다,"Nice to meet you, I am #@Affiliation#, counselor #@Name#",
조향에 관심이 있는데 강의가 어렵지는 않을까요,"I'm interested in steering, but won't the lecture be difficult?",
네 초보자들도 쉽게 배워보고 적용할 수 있게 알려드리기 때문에 어렵지 않습니다,It is not difficult because I will teach you in a way that even beginners can easily learn and apply.,
클래스를 들으면 판매하는 향수와 똑같이 만들 수 있나요,"If I take the class, can I make the same perfume as the one sold?",
기존에 판매되는 향수와 똑같이 만들기는 어렵습니다,It is difficult to make something exactly like a perfume that is already on the market.,
대신 클래스를 통해 다양한 이미지의 향수를 만들 수 있도록 키트와 커리큘럼이 구성되어 있습니다,"Instead, kits and curricula are designed to help you create a variety of perfumes through classes.",
직접 만든 향수를 선물하거나 판매 해도 되나요,Can I give away or sell my own perfume?,
클래스를 통해 만든 향수는 선물 및 판매가 안 됩니다,Perfumes made through classes cannot be given as gifts or sold.,
왜 안 되는 건가요,Why doesn't it work?,
식약처와 환경부의 허가 및 인증 등 적법한 절차 등이 필요합니다,Legal procedures such as approval and certification from the Ministry of Food and Drug Safety and the Ministry of Environment are required.,
네 알겠습니다 감사합니다,"Yes, I understand. Thank you.",
무더운 날씨 건강 조심 하세요 #@소속# 상담원 #@이름#이었습니다,Take care of your health in this hot weather #@Affiliation# This was counselor #@Name#,
기쁨 가득한 #@소속# 상담원 #@이름#입니다,"I am #@Affiliation# counselor #@Name#, full of joy",
#@상품#에 관심있어서 보고있는데요,I'm looking at it because I'm interested in #@product#,
전용실로만 할 수 있는 건가요,Is it only possible in a private room?,
아니요 모든 실로 가능합니다,"No, all threads are possible",
네 그럼 일반 뜨개질용 실은 가능한가요,"Yes, then is regular knitting yarn possible?",
네 일반 뜨개질용 실로도 가능하구요,"Yes, you can use regular knitting yarn.",
다만 세로실의 굵기에 따라 작업이 어려울 수 있으니 처음에는 늘어나지 않는 면사를 사용해주시는 게 좋을 거 같아요,"However, since it may be difficult to work with depending on the thickness of the vertical thread, I think it would be better to use cotton yarn that does not stretch at first.",
그럼 노트북 케이스도 만들 수 있나요,Then can you make a laptop case too?,
여러 조각을 짜서 패치 워크 형식으로 연결한다면 가능합니다,It is possible if you knit several pieces together in a patchwork fashion.,
패치 워크 하는것도 알려주는건가요,Are you also teaching me how to do patchwork?,
네 커리큘럼에 포함되어 있습니다,"Yes, it is included in the curriculum.",
네 그렇군요 알겠습니다,"Yes, I see. I understand.",
네 감사합니다 #@소속# 상담원 #@이름#이었습니다,"Yes, thank you #@Affiliation# Counselor #@Name#",
친절한 #@소속# 상담원 #@이름#입니다,This is your friendly #@affiliation# counselor #@name#,
#@상품#을 수강 중인데요,I am currently taking #@Product#,
프랑스 자수에서 쓰던 실을 사용할 수 있나요,Can I use thread used in French embroidery?,
네 #@상품#에서도 프랑스 자수실과 자수용 울사를 사용합니다,"Yes, we also use French embroidery thread and embroidery wool in our #@product#",
그럼 일반 #@상품# 실과는 다른 건가요,Then is it different from the regular #@product#?,
네 일반적인 털실 #@상품#이 아닌 자수실을 사용하는 작은 자수를 수놓는 #@상품#이라고 생각하시면 됩니다,"Yes, you can think of it as a #@product# for small embroidery using embroidery thread, not the usual yarn #@product#.",
자수 할때 실을 바늘에 넣는게 힘들었는데 #@상품#은 좀 더 쉽게 할 수 있나요,"When I was embroidering, it was hard to put the thread into the needle. Can #@Product# make it a little easier?",
네 대부분 첫 시간 가장 힘들어 하시는 부분이 바늘에 실꿰는거라고 생각하는데요,"Yes, I think most people find the first hour the most difficult part of the day to be threading the needle.",
실 꿰는 도구를 사용하여 쉽게 실을 넣으실 수 있습니다,You can easily thread the thread using a threading tool.,
네 알겠습니다 감사합니다,"Yes, I understand. Thank you.",
좋은 하루 되세요 #@소속# 상담원 #@이름#이었습니다,Have a nice day #@Affiliation# Counselor #@Name#,
반갑습니다 #@소속# 상담원 #@이름#입니다,"Nice to meet you, I am #@Affiliation#, counselor #@Name#",
#@상품#를 통해서 코바늘을 시작해 보려고 하는데요,I'm trying to start knitting with #@product#,
초보도 디자인까지 잘 할 수 있을까요,Can even a beginner do design well?,
네 맞습니다 코바늘에는 엄청난 디자인이나 감각 그림실력 같은 것이 필요하진 않습니다,"Yes, that's right. Crochet doesn't require any great design or sense of drawing skills.",
그림 어떤 게 필요할까요,What kind of picture do you need?,
자신이 좋아하는 색상 배합이나 평소 가장 좋아하는 가방의 모양 등만 안다면 누구든 쉽게 코바늘을 완성할 수 있습니다,Anyone can easily complete a crochet hook if they know their favorite color combination or the shape of their favorite bag.,
코바늘이 처음인데 헷갈리진 않을까요,This is my first time using a crochet hook. Won't it be confusing?,
많은 분들이 초반에 헷갈려 하시는 바늘 잡는 방법부터 난이도에 맞게 순차적으로 강의가 구성되어 있습니다,"The lectures are organized sequentially according to difficulty, starting with how to hold a needle, which many people find confusing at first.",
이해되지 않는 부분은 영상을 계속 돌려보면서 천천히 따라오시면 금방 하실 수 있습니다,"If there are any parts you don't understand, you can quickly do it by watching the video over and over again and following along slowly.",
네 그렇군요 알겠습니다,"Yes, I see. I understand.",
좋은하루 되세요 #@소속# 상담원 #@이름#이었습니다,Have a nice day #@Affiliation# Counselor #@Name#,
기분 좋은 하루의 시작 #@소속# 상담원 #@이름#입니다,Start of a pleasant day #@Affiliation# Counselor #@Name#,
#@상품# 커리큘럼에 대해 알고싶어요,#@Product# I want to know about the curriculum,
네 보시고 계시는 클래스가 있을까요,"Yes, is there a class you are looking at?",
아뇨 딱히 없어요,"No, not really",
생화 디자인 클래스의 경우 대부분 꽃다발 미니 꽃다발 플라워 박스 등으로 구성 되어있구요,"For the flower design class, most of the items are bouquets, mini bouquets, flower boxes, etc.",
추가로 화병 꽂이 드라이리스 등이 있습니다,"In addition, there are vases, dry wreaths, etc.",
네 그렇군요 그럼 꽃다발은 어떤 내용들로 되어 있나요,"Yes, I see. Then what does the bouquet contain?",
네 입체적인 포장 방법 포장지별 특징 및 자르는 방법 등이 있습니다,"There are four three-dimensional packaging methods, packaging paper characteristics, and cutting methods.",
네 포장 방법은 여러가지인건가요,Are there different ways to pack your food?,
네 3가지 방법으로 알려드리고 있습니다,"Yes, I will tell you in three ways.",
네 그렇군요 알겠습니다,"Yes, I see. I understand.",
네 감사합니다 #@소속# 상담원 #@이름#이었습니다,"Yes, thank you #@Affiliation# Counselor #@Name#",
기분 좋은 아침입니다 #@소속# 상담원 #@이름#입니다,Good morning #@Affiliation# Counselor #@Name#,
#@상품#를 해보고 싶은데요,I want to try #@product#,
뜨개질이 처음이라서 수업이 어렵진 않나요,Is the class difficult since it's my first time knitting?,
#@상품#의 경우는 중급자분들을 대상으로 하고 있어 초보자분들이 바로 시도하기에는 어려울 수 있습니다,"#@Product# is aimed at intermediate users, so it may be difficult for beginners to try it right away.",
초보자는 그럼 어떤 걸 해야할까요,So what should a beginner do?,
위의 클래스의 커리큘럼에서 베이직한 디자인의 양말부터 시작한다면 기본기를 탄탄하게 다질수 있습니다,"If you start with basic design socks from the curriculum of the class above, you can build a solid foundation.",
그럼 그냥 들어도 된다는 건가요,So does that mean I can just listen?,
네 바로 시도하기에는 어려우나 기본기를 탄탄히 다지면 가능합니다,"Yes, it is difficult to try right away, but it is possible if you build a solid foundation.",
네 그럼 클래스를 다 듣고 나면 도안과 다른 사이즈로도 작품을 뜰 수 있나요,"Yes, so after taking the class, can I make a piece in a different size than the design?",
작업 초반에는 작품의 사이즈감 착용감을 실제로 느껴보기 위해 내 손과 발에 맞는 작품을 뜨는 것을 추천드립니다,"At the beginning of the work, I recommend knitting a piece that fits your hand and foot to actually feel the size and fit of the piece.",
아 그렇군요 알겠습니다,"Oh, I see. Okay, I understand.",
네 감사합니다 #@소속# 상담원 #@이름#이었습니다,"Yes, thank you #@Affiliation# Counselor #@Name#",
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 궁금한게 있어서 전화 드렸어요,"Yes, hello. I'm calling because I have a question.",
다름이 아니라 제가 #@상품#를 지원할까 하는데요,"The thing is, I would like to support #@product#",
어느 과정이 전망이 좋을까요,Which course has the best prospects?,
아 네 #@상품# 과정별 전망이 궁금하신 거죠,Oh yes #@Product# Are you curious about the outlook for each process?,
네 맞아요 아직 확실치 않아서요,"Yes, that's right. I'm not sure yet.",
네 우선 개개인의 능력에 따라 차이가 있는 부분이라서요,"Yes, first of all, it is a part that differs depending on each individual's ability.",
뭐 이렇다 하고 확답을 드리기는 어려울꺼 같아요,I don't think it's possible to give you a definitive answer.,
하지만 본인이 관심이 있고 잘할 수 있는 분야가 있다면,"But if there is a field that you are interested in and good at,",
그 분야를 우선적으로 선택하시는 것이 가장 좋구요,It would be best to prioritize that field.,
아 그러면 이게 단계별로 우선 순위 등을 구분하는 게 좋을까요,"Oh, then would it be better to categorize these by priority, etc.?",
네 그 다음 다른 회사 혹은 기관 등에서 활동해보고 싶은지 계획해보시구요,"Yes, then plan on whether you would like to work in another company or organization.",
그다음 취업처의 채용자료를 수집하기도 하고,"Then, we collect recruitment information from the place of employment.",
관련 분야의 현업자에게 자문을 구하시는 것이 좋습니다,It is advisable to seek advice from professionals in the relevant field.,
이러한 계획을 세우셨다고 하시면요,If you say you have made these plans,
마지막으로 #@소속# 과정과 수강시기를 결정하시면 될 것같습니다,"Lastly, you should decide on the #@affiliation# course and the time of taking the course.",
아 네 자세한 설명 감사합니다,"Oh yes, thank you for the detailed explanation.",
추가로 자세한 내용은 저희 #@소속#홈페이지 참고해주시면 잘 나와있으니까요,"For additional detailed information, please refer to our #@affiliation# homepage.",
그점 참고하셔서 진행해주시면 될 것같습니다 추가 문의사항 있으신가요,I think you can proceed with that in mind. Do you have any additional questions?,
네 따로 없어요 감사합니다,"No, there isn't any, thank you",
네 감사합니다 상담원 #@이름#이었습니다 좋은 하루되세요,"Yes, thank you, this was counselor #@name#. Have a nice day.",
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 모집 기간이 언제인지 궁금해서요,"Yes, hello, I was wondering when the recruitment period is.",
네 현재 #@소속#는 매년 일월 사월 칠월 시월에 교육을 시작합니다,"Yes, currently #@affiliation# starts training in January, April, July, and October every year.",
아 삼 개월 단위로 교육이 진행 되는거군요,"Oh, the training is conducted every three months.",
네 맞습니다 교육시기는 삼 개월 기간으로 진행되고 있습니다,"Yes, that's right. The training period is three months.",
따라서 모집시기의 경우 개강 한달전인 십이 월 삼 월 유월 구 월에 하구요,"Therefore, the recruitment period is in December, March, June, and September, one month before the start of the semester.",
해당 시기에 이곳 홈페이지 모집요강에서 공고를 하고 있습니다,"During that time, we are posting an announcement on the recruitment notice on this website.",
아 네 자세한 설명 감사합니다,"Oh yes, thank you for the detailed explanation.",
네 혹시 추가로 모집 요강에 대해 궁금하신 부분있으시면요,"Yes, if you have any additional questions about the recruitment guidelines",
미디어 교육부서로 질문가능하시거든요,You can ask questions to the media education department.,
괜찮으시면 번호 알려드릴까요,"If you don't mind, can I give you my number?",
네네 알려주세요 잠시만요 메모할게요 불러주세요,"Yes, yes, please let me know. Just a moment. I'll take note. Please call me.",
네 #@전번# 번입니다,"Yes, it's #@phone number#",
네 감사합니다 물어볼것 있으면 여기에 전화해서 더 물어볼게요,"Yes, thank you. If I have any further questions, I will call here and ask.",
네 알겠습니다 상담원 #@이름# 이었습니다 좋은 하루보내세요,"Yes, I understand. This was counselor #@name#. Have a nice day.",
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 지원사항 관련해서 궁금한 게 있어서요,"Yes, hello. I have a question about support.",
아 네 지원 관련해서 어떤부분이 궁금하신가요,"Oh, yes, what are you curious about regarding support?",
네 혹시 복수지원도 가능한가요,"Yes, is it possible to apply for multiple positions?",
아 정규수업 복수지원 말씀이신가요,"Oh, are you talking about multiple support for regular classes?",
네 동시에 가능할까 해서요,"Yes, I was wondering if it would be possible at the same time.",
네 지원기수의 교육일정을 확인해보시고 시간표가 겹치지 않으신다면요,Please check the training schedule for your support group and make sure the schedules do not overlap.,
복수지원이 가능하세요 다만 이제 정규수업이 아닐경우에는요,"Multiple applications are possible, but only if it is no longer a regular class.",
"보강, 특강, 과제 실습시간등을 반드시 고려하여 수강여부를 고려해 주시면 됩니다","Please consider whether to take the course or not by taking into account supplementary classes, special lectures, assignment practice hours, etc.",
아 네 안 되는 건지 되는 건지 헷갈려서 전화드렸었는데 감사합니다,"Oh, yes, I called because I was confused about whether it was okay or not, but thank you.",
네네 궁금하신 부분 해결되셨다면 다행이네요,"Yes, yes, I'm glad that your questions were answered.",
네 맞습니다 확실히 알았네요 감사합니다,"Yes, that's right, I definitely got it, thank you",
추가 문의사항 있으신가요,Do you have any further questions?,
아니요 따로 없습니다,"No, there is none",
네 그럼 좋은 하루보내시구요 상담원 #@이름#이었습니다 감사합니다,"Yes, have a nice day. This was counselor #@name#. Thank you.",
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 면접 전형과 관련해서 궁금한 게 있습니다,"Yes, hello. I have a question about the interview process.",
아 네 면접 말씀이신가요,"Oh, you mean the interview?",
네 해당 내용 맞습니다,"Yes, that is correct",
그 면접 전형 때 혹시 무엇을 물어보나요,What do they ask you during the interview process?,
아 네 우선 따로 정해져 있거나 하지는 않아요,"Oh, yes, first of all, it's not like it's set in stone or anything.",
왜냐면 개개인마다 지원 사항이나 평가요소등이 전부 다르기 때문에요,Because each individual has different support requirements and evaluation factors.,
확실하게 이걸 물어봅니다 라고 말씀드리기는 어려운점 이해해 주시구요,Please understand that it is difficult to say for sure that I am asking this question.,
다만 통상적으로 지원과정에 대한 관심도와 표현력에 대한 질문을 하거나요,"However, they usually ask questions about your interest in the support process and your ability to express yourself.",
지원자님이 본 과정에 대해 기대하는 바를 물어보는 경우가 많을 거예요,Applicants will often be asked what they expect from the course.,
아 그러니까 제가 얼마나 관심도가 높은지를 궁금해하거나요,"Oh, so I'm curious about how interested I am.",
또는 앞으로의 발전가능성에대해 물어보는 부분이 많을 거란 이야기네요,"Or, there will be a lot of questions about future development potential.",
네 해당내용 맞습니다 그래서 본수업을 통해 향상시키고 싶은 부분있죠,"Yes, that is correct. So, there are areas that I would like to improve through this class.",
그걸 미리 정리하시면 도움이 좀 될겁니다,It might help if you sort that out in advance.,
네 그렇게 해봐야겠네요 답변 감사합니다,"Yes, I'll try that. Thanks for the answer.",
네 그럼 좋은 하루 보내시구요 상담원 #@이름#이었습니다,"Okay, have a nice day. This was counselor #@name#",
안녕하세요#@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 다름이 아니라 실기 전형은 어떻게 하는지 궁금해서요,"Yes, hello. I just wanted to know how the practical test is conducted.",
네 실기 전형 말씀이신가요,Are you talking about the practical exam?,
네 아카데미 실 기 전형이요,"Yes, it's the academy's practical exam.",
우선 관심있는 과정이 있으신가요,"First of all, is there a course you are interested in?",
아 아나운서과정에 관심이 있긴한데 아직 확실하진 않아요,"Oh, I'm interested in the announcer course, but I'm not sure yet.",
그러면 전 과정 설명 도와드리겠습니다,Then I will help you explain the whole process.,
아나운서 과정의 경우 아카데미에서 준비한 원고가 있습니다,"For the announcer course, there is a manuscript prepared by the academy.",
아나운싱 나레이션 리포팅 같은 원고 말씀이신가요,"Are you talking about manuscripts like announcing, narration, and reporting?",
네 맞습니다 직능 관 련원고를 가지고 비디오 오디오 테스트를 진행하구요,"Yes, that's right. We conduct video and audio tests using job-related manuscripts.",
쇼핑 호스트 방송 리포터또한 관련 원고로 비디오 오디오 테스트를 합니다,Shopping Host Broadcast Reporter Also does video audio tests with related manuscripts,
다만 성우과정은 원고 자체가 좀 틀려요,"However, the voice acting process itself is a bit different from the original manuscript.",
영화 다큐멘터리 원고등을 사용해서 오디오 테스트만 진행을 하고 있습니다,"We are only conducting audio tests using movie documentary manuscripts, etc.",
아네 조금씩 차이가 있네요 알겠습니다 감사합니다,"Oh, there are some differences. I understand. Thank you.",
네 추가 질문사항 있으신가요,"Yes, do you have any additional questions?",
아니요 따로 없습니다,"No, there is none",
네 그럼 좋은하루 보내시구요 상담사 #@이름#이었습니다 감사합니다,"Yes, have a nice day. This was counselor #@name#. Thank you.",
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 다름이 아니라 지원 관련해서 궁금한 부분이 있어서요,"Yes, hello. I have a question about support.",
아 네 아카데미 지원 말씀이신가요,"Oh, yes, are you talking about applying to the Academy?",
네 맞습니다 혹시 지원하면 불합격하는 사람도 있을까요,"Yes, that's right. Are there people who fail if they apply?",
우선 각 과정별로 차이가 있어서 정확하게 말씀드리기 어려운 점 양해 부탁드립니다,"First of all, please understand that it is difficult to give you an exact answer because each process is different.",
아 그럼 알 수 없는건가요,"Oh, then you don't know?",
음 정확한 수치상으로는 몇 명이 불합격 하는지 말씀드리기 어렵습니다,"Well, it's hard to tell you the exact number of people who failed.",
하지만 일반적으로 경쟁률은 전체 평균 25대1 이상 나오고 있구요,"But in general, the competition rate is over 25 to 1 on average.",
그렇기 때문에 탈락자가 각 과정별로 그리고 기수별로 다 달라서 예측할 수는 없습니다,"Therefore, it is impossible to predict the dropouts as they vary by course and by batch.",
아 경쟁률이 생각보다 높네요 그럼 떨어질 확률도 당연히 있다는 거구요,"Oh, the competition rate is higher than I thought. So, of course, there is a chance of failing.",
네 불합격하는 사례도 있으나 두려워하지 마시고 모집 요강에 맞추어 준비하시구요,"Yes, there are cases where you fail, but don't be afraid and prepare according to the recruitment guidelines.",
자신있게 도전해보시는 것도 좋습니다,It's also a good idea to try it out confidently.,
아 네 답변과 응원의 말씀 감사합니다,"Oh yes, thank you for your answer and words of encouragement.",
네네 혹시 추가로 문의사항 있으신가요,"Yes, yes, do you have any additional questions?",
아니요 궁금한부분 해결되서 따로 없네요,"No, I don't have any questions because the part I was curious about has been resolved.",
아 네 그럼 좋은하루 보내시구요 상담사 #@이름#이었습니다 감사합니다,"Oh, yes, have a nice day. This was counselor #@name#. Thank you.",
안녕하세요#@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 지원관련해서 궁금한 부분이 있어 문의드렸습니다,"Yes, hello. I have a question about support, so I'm contacting you.",
아 네 #@소속#지원 말씀이신가요,Oh yes #@Affiliation# Are you talking about support?,
네 네 혹시 뽑는인원이 정해져 있나요,"Yes, yes, is there a set number of people to be selected?",
아 정원 말씀하시는 거 맞으시죠,"Oh, you're right about the garden.",
네 해당 내용 맞습니다 몇 명 정도 뽑나요,"Yes, that's correct. How many people will be selected?",
네 아카데미의 경우 상대 평가가 아닌 절대 평가를 통해 선발을 하고있습니다,"In the case of your academy, we select students through absolute evaluation, not relative evaluation.",
따라서 정원은 따로 정해져있거나 그런게 없구요,So there is no separate garden or anything like that.,
그렇기 때문에 매기수마다 합격 인원이 다릅니다,That's why the number of successful applicants is different for each semester.,
아 전부 달랐구나 저는 정해져있는줄 알았거든요,"Oh, everything is different, I thought it was fixed",
아네 그러셨군요 평가방식에 따라 다르다는 부분 알려드렸구요,"Oh, I see. I told you that it varies depending on the evaluation method.",
추가로 더 궁금하신 부분이 있으신가요,Do you have any further questions?,
아니요 따로 없습니다,"No, there is none",
네 알겠습니다 모집요강부분 잘 참고해 주시구요,"Yes, I understand. Please refer to the recruitment information carefully.",
상담사 #@이름#이었습니다 감사합니다 좋은 하루  보내세요,This was counselor #@name# Thank you and have a nice day.,
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 아카데미 지원 관련해서 궁금한 부분이 있어서요,"Yes, hello. I have some questions about applying to the academy.",
아 네 #@소속# 지원 말씀이신가요,"Oh yes, are you talking about applying for #@affiliation#?",
네 네 혹시 불합격하고 추가 합격도 가능할까요,"Yes, yes, is it possible to fail and then pass again?",
아 최종 지원 결과 불합격 후 추가 합격 여부 말씀이시죠,"Oh, you mean whether or not you were accepted after the final application result was rejected?",
네 맞아요 혹시 추가 합격 케이스가 있나 궁금해서요,"Yes, that's right. I was wondering if there were any additional passing cases.",
아 네 아쉽지만 불합격자의 경우 추가 합격이나 예비 합격이 어렵습니다,"Oh, yes, unfortunately, it is difficult for those who fail to pass the exam to pass additionally or pass provisionally.",
아 네 그렇게 되는군요,"Oh, yes, that's how it is.",
네네 혹시 더 궁금한 사항 있으신가요,"Yes, yes, do you have any further questions?",
아니요 따로 없습니다 추가합격 또는 예비 합격부분이 궁금했었거든요,"No, there is no separate one. I was wondering about the additional pass or preliminary pass section.",
아네 궁금한 점 해결되셨길 바라며 좋은 하루 보내세요,"Okay, I hope that answers your questions and have a nice day.",
상담원 #@이름#이었습니다 감사합니다,"Thank you, counselor #@name#",
안녕하세요 #@소속# 상담원 #@이름# 입니다 무엇을 도와드릴까요,"Hello, this is counselor #@Affiliation#, #@Name#. How may I help you?",
네 안녕하세요 강의 관련해서 궁금한 부분이 있습니다,"Yes, hello. I have a question about the lecture.",
네 고객님 어떤 부분이 궁금하신가요,"Yes, sir, what part are you curious about?",
네 요즘 코로나 때문에 집에 있는 사람들이 많은데요,"Yes, these days, there are a lot of people staying at home because of the coronavirus.",
코로나 때문에 지원자가 적거나 등록자가 미달될 경우에 과정은 폐강되나요,Will the course be cancelled if there are few applicants or insufficient registrants due to COVID-19?,
네 맞습니다 일정한 인원이 되지 않으면 폐강이 됩니다,"Yes, that's right. If the number of participants is not sufficient, the class will be cancelled.",
헐 그럼 만약 등록금 내고나서 폐강이 되면 환불되나요,"Oh, so if the course is canceled after I pay the tuition, will I get a refund?",
네네 당연히 폐강될경우 환불안내와 함께 환불 진행해드리고 있습니다,"Yes, of course, in case of cancellation, we will process a refund along with refund instructions.",
아 네 다행이네요 안되는줄 알고 살짝 놀랐네요,"Oh, yes, thank goodness. I was a little surprised because I thought it wouldn't work.",
아 그러셨군요 크게 걱정 안 하셔도 됩니다 고객님,"Oh, I see. You don't have to worry too much, customer.",
네네 자세한 설명 감사해요,"Yes, yes, thank you for the detailed explanation.",
찾아보는데 잘 몰라서 전화드렸었거든요,I called because I didn't know what to look for.,
아네 해결되셨으니 다행이네요 혹시 또 궁금하신 부분 있으신가요,"Ah, I'm glad it's resolved. Do you have any other questions?",
아뇨 따로 없네요,"No, there isn't one",
아네 그럼 좋은하루 보내시구요 상담원 #@이름#이었습니다,"Okay, have a nice day. This was counselor #@name#",
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 다름이 아니라 교육 과정에 궁금한 점이 있어서요,"Yes, hello. I have a question about the course.",
그 교육 과정에서 방송 프로그램 제작 실습이라고 있던데 이게 궁금해서 전화드렸어요,I called because I was curious about the broadcast program production training that was included in the training course.,
아 네 확인해드리겠습니다,"Oh, yes, I will check.",
해당 과정은 직접 방송용 장비로 제작을 해보는 실습 과정입니다,This course is a hands-on course where you can experience production using broadcast equipment.,
각 분야에 맞게 예를 들어 피디 아나운서 작가등의 교육생들을 나누어 팀을 구성하구요,"We divide the trainees into teams according to each field, such as PDs, announcers, and writers.",
전문적인 방송용 장비를 사용하며 제작해보는 과정이라고 보시면 됩니다,You can think of it as a process of producing using professional broadcasting equipment.,
아 네 설명 감사합니다 제가 음악 방송 쪽에 관심이 있는데요,"Oh, yes, thank you for the explanation. I'm interested in music broadcasting.",
혹시 이쪽에 맞는 프로그램구성도 가능할까요,Is it possible to configure a program that fits this?,
네 분야에 따라 구성에 따라 제작하는 프로그램이 다 다르기 때문에요,Because the programs we produce are different depending on the composition and the field.,
